"Gene","ModuleColor","ModuleLabel"
"CHRNA4","yellow",4
"CHRNA5","blue",2
"CHRNA6","green",5
"CHRNA7","brown",3
"CHRNA9","brown",3
"CHRNB1","yellow",4
"CHRNB2","grey",0
"CHRNB4","blue",2
"CHRNE","turquoise",1
"CHST1","brown",3
"CHST10","grey",0
"CHST11","blue",2
"CHST12","brown",3
"CHST13","yellow",4
"CHST14","blue",2
"CHST15","blue",2
"CHST2","green",5
"CHST3","grey",0
"CHST4","brown",3
"CHST6","grey",0
"CHST8","grey",0
"CHST9","yellow",4
"CHSY1","blue",2
"CHTF18","grey",0
"CHTF8","grey",0
"CHUK","grey",0
"CHURC1","turquoise",1
"CIAO1","turquoise",1
"CIAPIN1","grey",0
"CIB1","grey",0
"CIB2","grey",0
"CIB3","grey",0
"CIB4","brown",3
"CIC","grey",0
"CIDEA","yellow",4
"CIDEB","blue",2
"CIDEC","grey",0
"CILP","blue",2
"CILP2","grey",0
"CINP","grey",0
"CIR1","turquoise",1
"CIRBP","turquoise",1
"CIRH1A","grey",0
"CISD1","turquoise",1
"CISD2","turquoise",1
"CISD3","grey",0
"CISH","grey",0
"CIT","grey",0
"CITED2","grey",0
"CITED4","grey",0
"CIZ1","turquoise",1
"CKAP2","turquoise",1
"CKAP2L","turquoise",1
"CKAP5","turquoise",1
"CKB","grey",0
"CKLF","turquoise",1
"CKMT2","blue",2
"CKS1B","turquoise",1
"CKS2","turquoise",1
"CLASP1","turquoise",1
"CLASP2","grey",0
"CLC","blue",2
"CLCA1","brown",3
"CLCA2","grey",0
"CLCF1","blue",2
"CLCN1","grey",0
"CLCN2","turquoise",1
"CLCN3","grey",0
"CLCN6","turquoise",1
"CLCN7","blue",2
"CLCNKB","brown",3
"CLDN1","grey",0
"CLDN10","grey",0
"CLDN11","brown",3
"CLDN12","turquoise",1
"CLDN14","brown",3
"CLDN15","blue",2
"CLDN16","brown",3
"CLDN17","grey",0
"CLDN18","brown",3
"CLDN19","yellow",4
"CLDN22","brown",3
"CLDN23","yellow",4
"CLDN4","grey",0
"CLDN5","grey",0
"CLDN6","brown",3
"CLDN7","yellow",4
"CLDN9","yellow",4
"CLDND1","turquoise",1
"CLDND2","green",5
"CLEC10A","grey",0
"CLEC11A","blue",2
"CLEC12A","blue",2
"CLEC12B","brown",3
"CLEC14A","yellow",4
"CLEC16A","grey",0
"CLEC17A","brown",3
"CLEC1A","brown",3
"CLEC2D","blue",2
"CLEC2L","brown",3
"CLEC3B","blue",2
"CLEC4A","blue",2
"CLEC4C","brown",3
"CLEC4G","blue",2
"CLEC5A","brown",3
"CLEC7A","grey",0
"CLEC9A","blue",2
"CLGN","blue",2
"CLIC1","blue",2
"CLIC3","grey",0
"CLIC4","turquoise",1
"CLIC5","blue",2
"CLIC6","blue",2
"CLINT1","blue",2
"CLIP1","turquoise",1
"CLIP2","grey",0
"CLIP3","blue",2
"CLIP4","grey",0
"CLK1","green",5
"CLK2","turquoise",1
"CLK3","grey",0
"CLMN","brown",3
"CLN3","turquoise",1
"CLN5","green",5
"CLN6","blue",2
"CLN8","blue",2
"CLNK","blue",2
"CLNS1A","turquoise",1
"CLOCK","blue",2
"CLP1","turquoise",1
"CLPB","turquoise",1
"CLPP","turquoise",1
"CLPS","brown",3
"CLPTM1","turquoise",1
"CLPTM1L","blue",2
"CLPX","turquoise",1
"CLRN1","green",5
"CLRN1OS","brown",3
"CLRN2","grey",0
"CLRN3","green",5
"CLSPN","turquoise",1
"CLSTN1","blue",2
"CLSTN2","grey",0
"CLSTN3","turquoise",1
"CLTA","turquoise",1
"CLTB","grey",0
"CLTC","turquoise",1
"CLTCL1","grey",0
"CLU","brown",3
"CLUAP1","green",5
"CLVS1","blue",2
"CLVS2","yellow",4
"CLYBL","brown",3
"CMA1","grey",0
"CMAH","grey",0
"CMBL","blue",2
"CMC1","grey",0
"CMIP","blue",2
"CMKLR1","brown",3
"CMPK1","turquoise",1
"CMPK2","blue",2
"CMTM1","grey",0
"CMTM3","turquoise",1
"CMTM4","grey",0
"CMTM5","yellow",4
"CMTM7","turquoise",1
"CMTM8","brown",3
"CN5H6.4","turquoise",1
"CNBD1","brown",3
"CNBP","turquoise",1
"CNDP2","blue",2
"CNGA1","grey",0
"CNGA3","brown",3
"CNGA4","brown",3
"CNGB1","brown",3
"CNGB3","green",5
"CNIH","turquoise",1
"CNIH3","turquoise",1
"CNKSR1","grey",0
"CNKSR3","blue",2
"CNN1","turquoise",1
"CNN2","turquoise",1
"CNN3","yellow",4
"CNNM1","grey",0
"CNNM2","turquoise",1
"CNNM4","grey",0
"CNO","green",5
"CNOT1","turquoise",1
"CNOT10","turquoise",1
"CNOT3","turquoise",1
"CNOT4","turquoise",1
"CNOT6","grey",0
"CNOT6L","turquoise",1
"CNOT8","turquoise",1
"CNP","grey",0
"CNPY1","grey",0
"CNPY2","turquoise",1
"CNPY3","turquoise",1
"CNPY4","turquoise",1
"CNR1","brown",3
"CNR2","blue",2
"CNRIP1","brown",3
"CNST","turquoise",1
"CNTD1","turquoise",1
"CNTD2","blue",2
"CNTFR","grey",0
"CNTLN","brown",3
"CNTN1","brown",3
"CNTN2","brown",3
"CNTN3","yellow",4
"CNTN4","grey",0
"CNTN5","yellow",4
"CNTN6","grey",0
"CNTNAP1","turquoise",1
"CNTNAP2","grey",0
"CNTNAP5","yellow",4
"CNTROB","turquoise",1
"COASY","turquoise",1
"COBL","grey",0
"COBRA1","grey",0
"COCH","grey",0
"COG1","grey",0
"COG2","brown",3
"COG3","grey",0
"COG4","turquoise",1
"COG5","grey",0
"COG6","grey",0
"COG7","turquoise",1
"COG8","turquoise",1
"COIL","turquoise",1
"COL11A1","grey",0
"COL11A2","yellow",4
"COL12A1","yellow",4
"COL13A1","green",5
"COL14A1","brown",3
"COL15A1","blue",2
"COL16A1","brown",3
"COL17A1","green",5
"COL18A1","brown",3
"COL19A1","turquoise",1
"COL1A1","yellow",4
"COL20A1","brown",3
"COL22A1","green",5
"COL23A1","blue",2
"COL24A1","brown",3
"COL25A1","yellow",4
"COL27A1","brown",3
"COL28A1","blue",2
"COL29A1","brown",3
"COL2A1","grey",0
"COL4A1","grey",0
"COL4A2","brown",3
"COL4A3","grey",0
"COL4A4","grey",0
"COL5A1","grey",0
"COL5A2","brown",3
"COL5A3","brown",3
"COL6A1","grey",0
"COL6A2","grey",0
"COL6A3","grey",0
"COL6A4P2","brown",3
"COL7A1","brown",3
"COL8A1","turquoise",1
"COL8A2","grey",0
"COL9A1","grey",0
"COL9A2","grey",0
"COL9A3","grey",0
"COLEC11","brown",3
"COLEC12","grey",0
"COLQ","brown",3
"COMMD1","turquoise",1
"COMMD10","turquoise",1
"COMMD2","turquoise",1
"COMMD3","blue",2
"COMMD5","turquoise",1
"COMMD6","grey",0
"COMMD7","green",5
"COMMD8","turquoise",1
"COMMD9","turquoise",1
"COMP","yellow",4
"COMT","grey",0
"COMTD1","turquoise",1
"COPA","turquoise",1
"COPB1","turquoise",1
"COPB2","turquoise",1
"COPE","turquoise",1
"COPG","grey",0
"COPG2","grey",0
"COPS2","turquoise",1
"COPS3","turquoise",1
"COPS4","turquoise",1
"COPS5","blue",2
"COPS6","turquoise",1
"COPS7B","turquoise",1
"COPS8","turquoise",1
"COPZ1","turquoise",1
"COPZ2","turquoise",1
"COQ10A","grey",0
"COQ10B","turquoise",1
"COQ2","grey",0
"COQ4","turquoise",1
"COQ5","turquoise",1
"COQ6","grey",0
"COQ7","turquoise",1
"COQ9","grey",0
"CORIN","blue",2
"CORO1A","blue",2
"CORO1B","green",5
"CORO1C","brown",3
"CORO2B","blue",2
"CORO6","turquoise",1
"CORO7","blue",2
"CORT","blue",2
"COTL1","green",5
"COX10","green",5
"COX11","turquoise",1
"COX15","turquoise",1
"COX16","turquoise",1
"COX17","turquoise",1
"COX18","turquoise",1
"COX19","grey",0
"COX4I1","blue",2
"COX4I2","green",5
"COX4NB","grey",0
"COX5A","turquoise",1
"COX6A1","turquoise",1
"COX6B1","turquoise",1
"COX6B2","yellow",4
"COX6C","turquoise",1
"COX7A1","brown",3
"COX7A2L","turquoise",1
"COX7B2","grey",0
"COX7C","grey",0
"COX8A","turquoise",1
"CP110","turquoise",1
"CPA1","brown",3
"CPA2","brown",3
"CPA4","brown",3
"CPA5","brown",3
"CPA6","brown",3
"CPAMD8","blue",2
"CPD","turquoise",1
"CPE","grey",0
"CPEB1","grey",0
"CPEB2","green",5
"CPEB3","green",5
"CPEB4","blue",2
"CPLX1","grey",0
"CPLX2","yellow",4
"CPLX3","brown",3
"CPN1","brown",3
"CPN2","grey",0
"CPNE1","turquoise",1
"CPNE2","blue",2
"CPNE3","turquoise",1
"CPNE4","blue",2
"CPNE5","brown",3
"CPNE6","blue",2
"CPNE7","turquoise",1
"CPNE8","grey",0
"CPNE9","yellow",4
"CPOX","blue",2
"CPPED1","brown",3
"CPS1","brown",3
"CPSF1","grey",0
"CPSF2","turquoise",1
"CPSF3","grey",0
"CPSF3L","grey",0
"CPSF4","blue",2
"CPSF4L","grey",0
"CPSF6","grey",0
"CPSF7","grey",0
"CPT1A","brown",3
"CPT1B","grey",0
"CPVL","brown",3
"CPXM1","grey",0
"CPXM2","yellow",4
"CPZ","brown",3
"CR1L","brown",3
"CR2","grey",0
"CRABP1","grey",0
"CRABP2","blue",2
"CRADD","turquoise",1
"CRAMP1L","grey",0
"CRAT","blue",2
"CRB2","brown",3
"CRB3","blue",2
"CRBN","turquoise",1
"CRCP","green",5
"CRCT1","yellow",4
"CREB1","grey",0
"CREB3","turquoise",1
"CREB3L1","grey",0
"CREB3L2","grey",0
"CREB3L3","turquoise",1
"CREB3L4","turquoise",1
"CREB5","blue",2
"CREBBP","green",5
"CREBL2","grey",0
"CREBZF","turquoise",1
"CREG1","green",5
"CREG2","blue",2
"CRELD1","turquoise",1
"CRELD2","blue",2
"CREM","green",5
"CRHBP","brown",3
"CRHR1","yellow",4
"CRHR2","grey",0
"CRIM1","brown",3
"CRIP1","blue",2
"CRIP2","grey",0
"CRIPAK","yellow",4
"CRIPT","turquoise",1
"CRISP2","grey",0
"CRISPLD1","yellow",4
"CRISPLD2","blue",2
"CRK","blue",2
"CRKL","brown",3
"CRLF1","brown",3
"CRLF3","blue",2
"CRLS1","turquoise",1
"CRMP1","brown",3
"CRNKL1","blue",2
"CROCCL2","grey",0
"CROT","grey",0
"CRP","brown",3
"CRTAC1","green",5
"CRTAM","blue",2
"CRTAP","turquoise",1
"CRTC1","grey",0
"CRTC2","turquoise",1
"CRTC3","grey",0
"CRY1","grey",0
"CRY2","grey",0
"CRYAA","brown",3
"CRYAB","grey",0
"CRYBA2","brown",3
"CRYBB1","blue",2
"CRYBB2","brown",3
"CRYBB3","grey",0
"CRYBG3","brown",3
"CRYGB","brown",3
"CRYGC","brown",3
"CRYGD","brown",3
"CRYGN","grey",0
"CRYGS","brown",3
"CRYL1","blue",2
"CRYM","yellow",4
"CRYZ","grey",0
"CRYZL1","turquoise",1
"CS","turquoise",1
"CSAD","brown",3
"CSDAP1","yellow",4
"CSDC2","grey",0
"CSE1L","turquoise",1
"CSF1","blue",2
"CSF1R","blue",2
"CSF2","brown",3
"CSF2RB","blue",2
"CSF3","blue",2
"CSF3R","grey",0
"CSGALNACT1","blue",2
"CSGALNACT2","turquoise",1
"CSK","green",5
"CSMD1","yellow",4
"CSMD2","brown",3
"CSMD3","yellow",4
"CSN1S2B","brown",3
"CSNK1A1","turquoise",1
"CSNK1A1L","brown",3
"CSNK1D","blue",2
"CSNK1E","blue",2
"CSNK1G1","turquoise",1
"CSNK1G2","grey",0
"CSNK1G3","turquoise",1
"CSNK2A1","blue",2
"CSNK2A1P","brown",3
"CSNK2A2","grey",0
"CSNK2B","grey",0
"CSPG4","brown",3
"CSPG5","grey",0
"CSPP1","blue",2
"CSRNP1","blue",2
"CSRNP2","turquoise",1
"CSRP1","blue",2
"CSRP2","blue",2
"CSRP3","brown",3
"CST11","grey",0
"CST6","grey",0
"CST7","blue",2
"CST8","blue",2
"CST9","green",5
"CST9L","brown",3
"CSTA","blue",2
"CSTF1","turquoise",1
"CSTF2T","turquoise",1
"CSTF3","turquoise",1
"CSTT","brown",3
"CT62","green",5
"CTAGE1","yellow",4
"CTAGE5","blue",2
"CTBP1","blue",2
"CTBP2","brown",3
"CTBS","turquoise",1
"CTCF","turquoise",1
"CTDP1","green",5
"CTDSP1","grey",0
"CTDSP2","brown",3
"CTDSPL","blue",2
"CTDSPL2","grey",0
"CTF1","blue",2
"CTGF","brown",3
"CTH","turquoise",1
"CTHRC1","grey",0
"CTLA4","blue",2
"CTNNA1","grey",0
"CTNNA2","yellow",4
"CTNNA3","green",5
"CTNNAL1","grey",0
"CTNNB1","green",5
"CTNNBIP1","blue",2
"CTNNBL1","grey",0
"CTNND1","blue",2
"CTNND2","yellow",4
"CTNS","blue",2
"CTPS","blue",2
"CTR9","grey",0
"CTRB1","brown",3
"CTRB2","brown",3
"CTRC","grey",0
"CTSA","blue",2
"CTSB","grey",0
"CTSC","grey",0
"CTSD","blue",2
"CTSE","yellow",4
"CTSF","grey",0
"CTSG","blue",2
"CTSH","grey",0
"CTSK","blue",2
"CTSL1","yellow",4
"CTSO","turquoise",1
"CTSZ","blue",2
"CTTN","blue",2
"CTTNBP2","yellow",4
"CTTNBP2NL","grey",0
"CTU1","grey",0
"CTU2","grey",0
"CTXN1","grey",0
"CTXN2","blue",2
"CTXN3","brown",3
"CUBN","grey",0
"CUEDC1","blue",2
"CUEDC2","turquoise",1
"CUGBP1","turquoise",1
"CUGBP2","grey",0
"CUL1","grey",0
"CUL2","grey",0
"CUL3","grey",0
"CUL4A","turquoise",1
"CUL5","turquoise",1
"CUL7","grey",0
"CUTA","green",5
"CUTC","turquoise",1
"CUX1","blue",2
"CUX2","blue",2
"CWC15","turquoise",1
"CWF19L2","turquoise",1
"CWH43","yellow",4
"CX3CL1","blue",2
"CX3CR1","yellow",4
"CXCL1","brown",3
"CXCL10","blue",2
"CXCL12","grey",0
"CXCL13","blue",2
"CXCL16","grey",0
"CXCL2","yellow",4
"CXCL5","grey",0
"CXCL6","yellow",4
"CXCR1","blue",2
"CXCR2","blue",2
"CXCR4","brown",3
"CXCR5","blue",2
"CXCR6","blue",2
"CXCR7","blue",2
"CXXC1","turquoise",1
"CXXC4","grey",0
"CXXC5","brown",3
"CYB561","blue",2
"CYB561D1","blue",2
"CYB561D2","green",5
"CYB5A","turquoise",1
"CYB5D1","turquoise",1
"CYB5D2","turquoise",1
"CYB5R2","yellow",4
"CYB5R3","blue",2
"CYB5R4","turquoise",1
"CYB5RL","turquoise",1
"CYBA","grey",0
"CYBASC3","grey",0
"CYBRD1","brown",3
"CYC1","grey",0
"CYCS","turquoise",1
"CYFIP1","brown",3
"CYFIP2","grey",0
"CYGB","grey",0
"CYHR1","grey",0
"CYLD","turquoise",1
"CYMP","green",5
"CYP11A1","turquoise",1
"CYP11B2","brown",3
"CYP19A1","grey",0
"CYP1A1","grey",0
"CYP1A2","brown",3
"CYP1B1","brown",3
"CYP20A1","turquoise",1
"CYP24A1","brown",3
"CYP26A1","grey",0
"CYP26B1","yellow",4
"CYP26C1","blue",2
"CYP27A1","blue",2
"CYP27B1","blue",2
"CYP27C1","grey",0
"CYP2D6","grey",0
"CYP2E1","grey",0
"CYP2F1","brown",3
"CYP2R1","turquoise",1
"CYP2S1","yellow",4
"CYP2U1","turquoise",1
"CYP2W1","brown",3
"CYP39A1","blue",2
"CYP46A1","turquoise",1
"CYP4F11","blue",2
"CYP4F12","blue",2
"CYP4F22","grey",0
"CYP4F3","blue",2
"CYP4F8","brown",3
"CYP4V2","grey",0
"CYP4X1","yellow",4
"CYP51A1","grey",0
"CYP7B1","yellow",4
"CYP8B1","brown",3
"CYR61","blue",2
"CYS1","brown",3
"CYTH1","brown",3
"CYTH2","brown",3
"CYTH3","grey",0
"CYTH4","turquoise",1
"CYTSA","turquoise",1
"CYTSB","blue",2
"CYYR1","brown",3
"D2HGDH","blue",2
"D4S234E","blue",2
"DAAM1","turquoise",1
"DAAM2","grey",0
"DAB1","yellow",4
"DAB2","blue",2
"DAB2IP","grey",0
"DACH1","grey",0
"DACT2","yellow",4
"DACT3","blue",2
"DAD1","blue",2
"DAG1","grey",0
"DAGLA","brown",3
"DAGLB","brown",3
"DAK","blue",2
"DALRD3","turquoise",1
"DAND5","brown",3
"DAO","brown",3
"DAOA","brown",3
"DAP","grey",0
"DAP3","green",5
"DAPK1","brown",3
"DAPK3","turquoise",1
"DAPL1","brown",3
"DARS","turquoise",1
"DARS2","turquoise",1
"DAXX","turquoise",1
"DAZAP1","blue",2
"DAZAP2","turquoise",1
"DBC1","yellow",4
"DBF4","turquoise",1
"DBF4B","blue",2
"DBH","blue",2
"DBI","turquoise",1
"DBN1","grey",0
"DBNDD2","blue",2
"DBNL","grey",0
"DBP","blue",2
"DBR1","turquoise",1
"DBT","turquoise",1
"DBX1","yellow",4
"DBX2","yellow",4
"DCAF10","turquoise",1
"DCAF11","turquoise",1
"DCAF12","turquoise",1
"DCAF13","turquoise",1
"DCAF15","grey",0
"DCAF16","turquoise",1
"DCAF17","turquoise",1
"DCAF4","turquoise",1
"DCAF4L1","blue",2
"DCAF4L2","grey",0
"DCAF5","brown",3
"DCAF6","turquoise",1
"DCAF7","turquoise",1
"DCAF8","turquoise",1
"DCAKD","green",5
"DCBLD1","blue",2
"DCBLD2","grey",0
"DCC","yellow",4
"DCD","brown",3
"DCDC1","turquoise",1
"DCDC2","grey",0
"DCDC2B","blue",2
"DCHS1","blue",2
"DCI","grey",0
"DCK","green",5
"DCLK1","yellow",4
"DCLK2","brown",3
"DCLK3","blue",2
"DCLRE1A","turquoise",1
"DCLRE1B","turquoise",1
"DCLRE1C","turquoise",1
"DCN","grey",0
"DCP1A","turquoise",1
"DCP1B","blue",2
"DCP2","turquoise",1
"DCPS","grey",0
"DCST1","brown",3
"DCST2","brown",3
"DCTD","grey",0
"DCTN1","blue",2
"DCTN2","blue",2
"DCTN4","turquoise",1
"DCTN5","turquoise",1
"DCTN6","grey",0
"DCTPP1","turquoise",1
"DCUN1D2","blue",2
"DCUN1D3","grey",0
"DCUN1D4","turquoise",1
"DCUN1D5","turquoise",1
"DCXR","turquoise",1
"DDA1","grey",0
"DDAH1","blue",2
"DDAH2","blue",2
"DDB1","grey",0
"DDB2","turquoise",1
"DDC","green",5
"DDHD1","turquoise",1
"DDHD2","grey",0
"DDI1","grey",0
"DDI2","grey",0
"DDIT3","turquoise",1
"DDIT4","turquoise",1
"DDIT4L","yellow",4
"DDO","grey",0
"DDOST","green",5
"DDR1","grey",0
"DDR2","grey",0
"DDX1","grey",0
"DDX10","grey",0
"DDX17","turquoise",1
"DDX18","blue",2
"DDX19A","turquoise",1
"DDX19B","turquoise",1
"DDX20","turquoise",1
"DDX21","turquoise",1
"DDX23","turquoise",1
"DDX24","grey",0
"DDX25","yellow",4
"DDX27","grey",0
"DDX28","grey",0
"DDX31","turquoise",1
"DDX39","turquoise",1
"DDX41","brown",3
"DDX42","green",5
"DDX46","turquoise",1
"DDX49","turquoise",1
"DDX5","brown",3
"DDX50","grey",0
"DDX51","grey",0
"DDX52","grey",0
"DDX54","turquoise",1
"DDX55","grey",0
"DDX56","turquoise",1
"DDX59","grey",0
"DDX6","turquoise",1
"DEAF1","grey",0
"DEC1","brown",3
"DECR1","turquoise",1
"DECR2","grey",0
"DEDD","blue",2
"DEDD2","turquoise",1
"DEF6","grey",0
"DEFA4","blue",2
"DEFA5","brown",3
"DEFA6","grey",0
"DEFB1","blue",2
"DEFB119","green",5
"DEFB121","grey",0
"DEFB123","grey",0
"DEFB124","grey",0
"DEFB126","green",5
"DEFB129","blue",2
"DEFB134","brown",3
"DEFB135","brown",3
"DEFB136","green",5
"DEGS1","turquoise",1
"DEGS2","grey",0
"DEK","turquoise",1
"DEM1","grey",0
"DENND1B","turquoise",1
"DENND1C","green",5
"DENND2C","grey",0
"DENND2D","green",5
"DENND3","blue",2
"DENND4A","turquoise",1
"DENND4B","grey",0
"DENND5B","brown",3
"DENR","turquoise",1
"DEPDC1B","turquoise",1
"DEPDC4","turquoise",1
"DEPDC5","blue",2
"DEPDC6","turquoise",1
"DEPDC7","brown",3
"DERA","blue",2
"DERL1","turquoise",1
"DERL2","turquoise",1
"DERL3","turquoise",1
"DES","brown",3
"DET1","turquoise",1
"DEXI","grey",0
"DFFA","turquoise",1
"DFFB","grey",0
"DFNA5","blue",2
"DFNB31","red",6
"DFNB59","grey",0
"DGAT1","brown",3
"DGAT2","grey",0
"DGCR14","grey",0
"DGCR2","grey",0
"DGCR5","grey",0
"DGCR6","grey",0
"DGCR6L","blue",2
"DGKA","blue",2
"DGKD","blue",2
"DGKE","grey",0
"DGKG","red",6
"DGKH","blue",2
"DGKI","brown",3
"DGKQ","brown",3
"DGKZ","blue",2
"DGUOK","yellow",4
"DHCR24","grey",0
"DHCR7","grey",0
"DHDDS","blue",2
"DHDH","turquoise",1
"DHDPSL","brown",3
"DHFR","turquoise",1
"DHFRL1","turquoise",1
"DHH","yellow",4
"DHPS","turquoise",1
"DHRS1","turquoise",1
"DHRS11","turquoise",1
"DHRS12","grey",0
"DHRS13","turquoise",1
"DHRS3","brown",3
"DHRS4","grey",0
"DHRS7","grey",0
"DHRS7C","grey",0
"DHRS9","blue",2
"DHTKD1","turquoise",1
"DHX15","grey",0
"DHX16","blue",2
"DHX29","blue",2
"DHX30","turquoise",1
"DHX32","blue",2
"DHX33","grey",0
"DHX34","turquoise",1
"DHX35","turquoise",1
"DHX36","grey",0
"DHX37","turquoise",1
"DHX38","turquoise",1
"DHX40","grey",0
"DHX57","turquoise",1
"DHX58","turquoise",1
"DHX8","turquoise",1
"DHX9","turquoise",1
"DIABLO","blue",2
"DIAPH1","blue",2
"DIAPH3","turquoise",1
"DICER1","grey",0
"DIDO1","blue",2
"DIMT1L","turquoise",1
"DIO1","blue",2
"DIO3","yellow",4
"DIO3OS","blue",2
"DIP2A","brown",3
"DIP2B","grey",0
"DIP2C","brown",3
"DIRAS1","blue",2
"DIRAS3","grey",0
"DIRC2","blue",2
"DIRC3","brown",3
"DIS3","turquoise",1
"DIS3L","grey",0
"DIS3L2","turquoise",1
"DISC1","blue",2
"DISP1","blue",2
"DISP2","grey",0
"DIXDC1","brown",3
"DKFZP434H168","brown",3
"DKFZP434K028","brown",3
"DKFZP686I15217","grey",0
"DKFZp434J0226","green",5
"DKFZp566F0947","brown",3
"DKFZp686O24166","grey",0
"DKFZp761E198","blue",2
"DKFZp779M0652","green",5
"DKK1","yellow",4
"DKK2","yellow",4
"DKK3","grey",0
"DKK4","blue",2
"DKKL1","blue",2
"DLAT","turquoise",1
"DLC1","yellow",4
"DLD","turquoise",1
"DLEC1","green",5
"DLEU1","turquoise",1
"DLEU2","brown",3
"DLEU7","blue",2
"DLG1","green",5
"DLG2","turquoise",1
"DLG4","turquoise",1
"DLG5","grey",0
"DLGAP1","yellow",4
"DLGAP2","brown",3
"DLGAP4","brown",3
"DLK1","brown",3
"DLK2","turquoise",1
"DLL1","grey",0
"DLL4","grey",0
"DLST","turquoise",1
"DLX1","yellow",4
"DLX2","brown",3
"DLX3","grey",0
"DLX4","yellow",4
"DLX5","yellow",4
"DLX6","yellow",4
"DLX6AS","yellow",4
"DMAP1","green",5
"DMBT1","grey",0
"DMBX1","grey",0
"DMGDH","green",5
"DMKN","blue",2
"DMP1","green",5
"DMRT1","yellow",4
"DMRT2","yellow",4
"DMRT3","yellow",4
"DMRTA1","blue",2
"DMRTA2","yellow",4
"DMRTB1","turquoise",1
"DMRTC2","grey",0
"DMTF1","turquoise",1
"DMWD","grey",0
"DMXL1","turquoise",1
"DNA2","turquoise",1
"DNAH1","blue",2
"DNAH10","blue",2
"DNAH11","brown",3
"DNAH12","brown",3
"DNAH14","grey",0
"DNAH17","brown",3
"DNAH2","brown",3
"DNAH3","blue",2
"DNAH5","grey",0
"DNAH7","grey",0
"DNAH8","brown",3
"DNAH9","yellow",4
"DNAI1","blue",2
"DNAI2","blue",2
"DNAJA2","grey",0
"DNAJA3","turquoise",1
"DNAJA4","blue",2
"DNAJB1","grey",0
"DNAJB11","turquoise",1
"DNAJB12","blue",2
"DNAJB13","brown",3
"DNAJB14","turquoise",1
"DNAJB2","turquoise",1
"DNAJB6","brown",3
"DNAJB7","grey",0
"DNAJB8","brown",3
"DNAJB9","turquoise",1
"DNAJC1","turquoise",1
"DNAJC10","turquoise",1
"DNAJC11","grey",0
"DNAJC12","grey",0
"DNAJC14","turquoise",1
"DNAJC16","turquoise",1
"DNAJC17","brown",3
"DNAJC18","turquoise",1
"DNAJC19","grey",0
"DNAJC2","grey",0
"DNAJC21","grey",0
"DNAJC22","turquoise",1
"DNAJC24","turquoise",1
"DNAJC25","turquoise",1
"DNAJC25-GNG10","turquoise",1
"DNAJC27","turquoise",1
"DNAJC28","turquoise",1
"DNAJC3","grey",0
"DNAJC30","turquoise",1
"DNAJC4","grey",0
"DNAJC5","grey",0
"DNAJC6","yellow",4
"DNAJC7","turquoise",1
"DNAJC8","turquoise",1
"DNAJC9","grey",0
"DNAL1","blue",2
"DNAL4","turquoise",1
"DNALI1","blue",2
"DNASE1","grey",0
"DNASE1L2","brown",3
"DNASE2","turquoise",1
"DND1","grey",0
"DNHD1","grey",0
"DNM1","brown",3
"DNM1L","turquoise",1
"DNM2","grey",0
"DNM3","brown",3
"DNMBP","blue",2
"DNMT1","turquoise",1
"DNMT3A","blue",2
"DNMT3B","blue",2
"DNTT","blue",2
"DNTTIP1","grey",0
"DNTTIP2","turquoise",1
"DOC2A","grey",0
"DOC2B","blue",2
"DOCK1","yellow",4
"DOCK10","blue",2
"DOCK2","blue",2
"DOCK4","grey",0
"DOCK5","grey",0
"DOCK6","grey",0
"DOCK7","brown",3
"DOCK9","grey",0
"DOHH","blue",2
"DOK1","blue",2
"DOK2","grey",0
"DOK3","blue",2
"DOK5","yellow",4
"DOK6","grey",0
"DOK7","brown",3
"DOLPP1","turquoise",1
"DOM3Z","turquoise",1
"DONSON","turquoise",1
"DOPEY1","grey",0
"DOPEY2","brown",3
"DOT1L","grey",0
"DPAGT1","turquoise",1
"DPCR1","grey",0
"DPEP1","brown",3
"DPF1","blue",2
"DPF2","green",5
"DPF3","blue",2
"DPH1","turquoise",1
"DPH2","turquoise",1
"DPH5","turquoise",1
"DPM1","turquoise",1
"DPM2","grey",0
"DPM3","turquoise",1
"DPP10","yellow",4
"DPP3","grey",0
"DPP4","grey",0
"DPP6","yellow",4
"DPP7","grey",0
"DPP8","grey",0
"DPP9","turquoise",1
"DPPA4","blue",2
"DPT","brown",3
"DPY19L1","grey",0
"DPY19L3","turquoise",1
"DPY19L4","turquoise",1
"DPY30","turquoise",1
"DPYD","turquoise",1
"DPYS","yellow",4
"DPYSL2","blue",2
"DPYSL3","yellow",4
"DPYSL4","brown",3
"DPYSL5","grey",0
"DQX1","blue",2
"DR1","turquoise",1
"DRAM1","grey",0
"DRAM2","grey",0
"DRAP1","grey",0
"DRD1","blue",2
"DRD2","yellow",4
"DRD4","yellow",4
"DRG2","grey",0
"DRGX","yellow",4
"DSC1","blue",2
"DSC2","yellow",4
"DSC3","yellow",4
"DSCAM","yellow",4
"DSCAML1","brown",3
"DSCC1","turquoise",1
"DSCR3","turquoise",1
"DSCR4","grey",0
"DSCR8","grey",0
"DSCR9","brown",3
"DSE","blue",2
"DSG1","brown",3
"DSG2","yellow",4
"DSN1","turquoise",1
"DSP","brown",3
"DSPP","brown",3
"DST","grey",0
"DSTN","blue",2
"DSTYK","blue",2
"DTHD1","brown",3
"DTL","turquoise",1
"DTNA","yellow",4
"DTNB","turquoise",1
"DTNBP1","grey",0
